question_id,company,company_industry,role,category,subcategory,difficulty,industry,question,short_answer,detailed_answer,strong_answer_signals,common_mistakes,follow_ups,evaluation_rubric,skills,tags,interview_stage,expected_time,source,license_usage_rights,quality_status,last_reviewed
MIMIR-0214,Accenture,Consulting / IT Services,Company-specific / Cross-functional,Product Management,Product Management,Hard,Consulting / IT Services,How would you prioritize two high-value features when the team has capacity to build only one?,"I would evaluate both features on a set of shared criteria: customer value, strategic fit with Accenture's goals, revenue impact, and engineering effort. I would then make an explicit trade-off decision rather than trying to do both partially. The key is to be transparent about what is being given up and why.","**How to prioritize two competing features:**

**Step 1: Clarify the objective**
What is the team's current primary goal? (Growth, retention, revenue, quality)

**Step 2: Define evaluation criteria**
Use a simple scoring framework across criteria like:
- **Customer value:** How many users benefit? How much does it improve their experience?
- **Business impact:** Revenue potential, strategic alignment, competitive necessity
- **Engineering effort:** Time, complexity, technical debt created
- **Risk:** What could go wrong? Reversibility if it doesn't work?

**Step 3: Score each feature**
Rate Feature A and Feature B on each criterion. Be explicit about the assumptions.

**Step 4: Apply additional judgment**
- Is one feature time-sensitive? (Competitive threat, external deadline)
- Does one feature unlock the other later?
- Are there stakeholder dependencies that affect the decision?

**Step 5: Make the call and communicate it**
Choose one. Explain the reasoning. Get alignment from stakeholders.
Set a clear expectation about when the other feature might be addressed.

**Useful frameworks:** ICE (Impact, Confidence, Effort), RICE (Reach, Impact, Confidence, Effort)","[""Uses explicit, shared criteria rather than gut feel"", ""Considers both customer value and business impact"", ""Accounts for engineering effort and risk"", ""Makes a decisive recommendation rather than saying 'it depends'"", ""Communicates clearly what is being deferred and why""]","[""Trying to justify building both features without a real trade-off"", ""Using only one criterion (e.g., only customer value) to decide"", ""Not considering team capacity or technical complexity"", ""Being indecisive — answering 'it depends' without a clear framework"", ""Ignoring stakeholder alignment in the prioritization process""]","[""What if both features score equally on all criteria?"", ""How would you handle a stakeholder who insists on the deprioritized feature?"", ""How would you validate your scoring assumptions?"", ""What would make you revisit this decision next quarter?""]","1: Makes a choice with no structured reasoning. 2: Uses a few criteria but applies them inconsistently or does not make a clear recommendation. 3: Applies a clear framework with multiple criteria and makes a decisiverecommendation. 4: Delivers a rigorous evaluation covering customer value, business impact, effort, and risk, with clear stakeholder communication. 5: Demonstrates expert product prioritization by building an explicit scoring model, challenging assumptions, handling stakeholder dynamics, and delivering a well-justified decision with a clear plan for the deferred feature.",,"accenture,product-management",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
MIMIR-0215,Accenture,Consulting / IT Services,Company-specific / Cross-functional,Market Entry,Market Entry,Medium,Consulting / IT Services,How would you assess the attractiveness of a new market for Accenture?,"I would assess a new market for Accenture across four dimensions: market size and growth rate, competitive intensity, regulatory and operational fit, and Accenture's ability to win given its existing strengths like global delivery scale. A market is attractive if it is large, growing, underserved, and within Accenture's ability to build a defensible position.","**Framework for assessing market attractiveness:**

**1. Market Size and Growth**
- What is the current total addressable market (TAM)?
- What is the growth rate? Is this a growing or mature market?
- What are the key drivers of growth?

**2. Competitive Intensity**
- How many strong competitors are already there?
- What are their moats (switching costs, network effects, brand, cost)?
- Is there a viable path to meaningful market share?

**3. Customer Dynamics**
- Who are the customers? Are their needs currently underserved?
- What would make them choose Accenture over existing alternatives?
- What is the likely willingness to pay?

**4. Accenture's Fit and Right to Win**
- What existing assets apply? (global delivery scale, technology partnerships, industry depth, end-to-end transformation)
- What capabilities would need to be built or acquired?
- Is the core offering transferable to this market?

**5. Financial Attractiveness**
- What is the cost to enter and scale?
- What are the margins at scale?
- What is the payback period on investment?

**6. Risk and Execution**
- Regulatory complexity, political risk
- Key dependencies and failure modes","[""Covers market size, growth, competitive dynamics, and company fit"", ""Connects the assessment to Accenture's specific strengths"", ""Considers financial attractiveness and cost to enter"", ""Identifies key risks and dependencies"", ""Summarizes with a clear recommendation framework or priority ranking""]","[""Listing factors without any weighting or prioritization"", ""Focusing only on market size and ignoring competitive intensity"", ""Not connecting the assessment to Accenture's specific capabilities"", ""Ignoring the cost and risk of entry"", ""Treating all markets as equally attractive without differentiation""]","[""Which factor would you weight most heavily in your assessment?"", ""How would you gather data on a market you know little about?"", ""What would a red flag look like that would make you say no?"", ""If the market scores well but the entry cost is very high, how do you decide?""]","1: Lists a few factors without structure or depth. 2: Covers market size and competition but misses company fit and financial analysis. 3: Uses a clear framework covering the key dimensions with logical reasoning. 4: Delivers a comprehensive assessment that explicitly connects market attractiveness to Accenture's competitive position and financial feasibility. 5: Demonstrates strategic sophistication by weighting factors appropriately, identifying non-obvious risks, and delivering a clear recommendation on whether to enter based on a rigorous and balanced analysis.",,"accenture,market-entry",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
MIMIR-0216,Accenture,Consulting / IT Services,Company-specific / Cross-functional,Market Sizing,Market Sizing,Medium,Consulting / IT Services,Estimate the addressable market for one major product of Accenture in India.,"To estimate the addressable market for a major Accenture product in India, I would use a bottom-up approach: start with India's population, segment by the relevant target users, estimate penetration rate, and multiply by revenue per user. For example, for Strategy & Consulting, I would begin with India's ~1.4 billion population and filter to the relevant user segment.","**Step-by-step market sizing for Accenture in India:**

**Step 1: Define the product and customer clearly**
- Which product? (e.g., Strategy & Consulting)
- Who is the target customer in India? (age, income, geography, device access)

**Step 2: Build a population estimate**
- India population: ~1.4 billion
- Smartphone users in India: ~650–700 million
- Internet users: ~800–900 million
- Relevant demographic for the product (e.g., working professionals aged 22–45): ~250–300 million

**Step 3: Estimate penetration rate**
- What share of the relevant segment is already using this type of product?
- What share might be addressable with the right offering?

**Step 4: Estimate revenue per user**
- Is the product free with advertising? Subscription? Transaction-based?
- Estimate average annual revenue per user (ARPU)

**Step 5: Calculate the TAM**
TAM = Addressable users × ARPU

**State your assumptions clearly** — the interviewer is testing your reasoning, not your ability to know exact numbers.","[""Defines the product and target customer clearly before sizing"", ""Uses a logical bottom-up approach starting from population data"", ""Applies a reasonable penetration rate with justification"", ""Estimates a realistic revenue per user for the business model"", ""States assumptions clearly and checks the final number for reasonableness""]","[""Using a top-down approach without verifying with a bottom-up check"", ""Ignoring the difference between India's total population and the addressable segment"", ""Not accounting for the economic diversity and segmentation within India"", ""Forgetting to translate users into revenue"", ""Not checking whether the final number is reasonable""]","[""How would your estimate change for tier-2 and tier-3 cities specifically?"", ""What assumptions are you most uncertain about?"", ""How would you size the serviceable market (SAM) vs the total addressable market (TAM)?"", ""If your estimate seems too high, how would you sanity-check it?""]","1: Provides a number with no structured approach. 2: Uses a rough top-down estimate without segmentation or revenue calculation. 3: Uses a bottom-up approach with clear segmentation and a reasonable revenue estimate. 4: Delivers a structured sizing with explicit assumptions, penetration logic, and a revenue model appropriate for Accenture's business model in India. 5: Demonstrates expert estimation skills by building a defensible bottom-up model with clear assumptions, India-specific nuances (urban vs rural, income tiers), and a sanity check against known benchmarks.",,"accenture,market-sizing",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
MIMIR-0217,Accenture,Consulting / IT Services,Company-specific / Cross-functional,Pricing,Pricing,Hard,Consulting / IT Services,How would you approach pricing a new offering when customer willingness to pay is uncertain?,"When willingness to pay is uncertain, I would use a combination of customer research, competitive benchmarking, and price testing to find the right price. I would not guess. I would run structured experiments like conjoint analysis, A/B price tests, or Van Westendorp price sensitivity surveys to gather real data before committing to a price point for Accenture's new offering.","**How to approach pricing under uncertainty:**

**Step 1: Define the pricing objective**
- Is the goal to maximize revenue, grow market share, or capture high-value customers?
- Is the offering a standalone product, a bundle, or a platform play?

**Step 2: Understand cost floors**
- What does it cost to produce/deliver the offering?
- This sets the minimum viable price (below cost = unacceptable)

**Step 3: Research customer value and willingness to pay**
Methods:
- **Van Westendorp model:** Ask customers at what price they would see the product as too cheap, acceptable, and too expensive
- **Conjoint analysis:** Test different combinations of features and prices
- **Competitive benchmarking:** What do existing alternatives charge?
- **Customer interviews:** Ask directly about current spend on the problem

**Step 4: Design pricing experiments**
- A/B test different price points on small cohorts
- Use cohorts with similar characteristics to ensure valid comparisons

**Step 5: Choose a pricing model**
Options: Flat fee, usage-based, tiered, freemium, value-based pricing

**Step 6: Set a launch price with a review trigger**
- Start conservatively if uncertainty is high
- Define what metric movement would prompt a price adjustment","[""Starts with cost floor and pricing objective before estimating WTP"", ""Proposes specific research methods to gather WTP data"", ""Designs a price testing approach before committing to a price"", ""Considers competitive benchmarks and market alternatives"", ""Recommends a pricing model and a review mechanism""]","[""Guessing a price without any research or testing approach"", ""Pricing based only on cost-plus without considering customer value"", ""Ignoring competitive alternatives and their pricing"", ""Choosing a price model without justification"", ""Not designing a way to learn and adjust after launch""]","[""How would you design a price A/B test in practice?"", ""What if customers say they would pay $X but data shows lower conversion at that price?"", ""How would you handle a situation where your price is higher than competitors?"", ""At what point would you consider changing the price after launch?""]","1: Suggests a price without any methodology. 2: Mentions competitive benchmarking but has no plan for customer WTP research. 3: Proposes multiple research methods and a testing approach with a reasonable pricing model. 4: Delivers a comprehensive pricing framework covering cost floor, WTP research, experiments, competitive benchmarks, and a launch strategy with adjustment triggers. 5: Demonstrates expert pricing strategy by combining rigorous research methodology, experimental design, pricing model selection, and a post-launch learning loop appropriate for Accenture's offering and customer base.",,"accenture,pricing",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
MIMIR-0218,Accenture,Consulting / IT Services,Company-specific / Cross-functional,Finance,Finance,Medium,Consulting / IT Services,How would you evaluate the financial attractiveness of a major new initiative?,"I would evaluate the financial attractiveness of a new initiative at Accenture by estimating the expected revenue, costs, and investment, then calculating the net present value (NPV) and payback period. I would also assess the risk profile and strategic value beyond just the numbers, since some initiatives matter for competitive positioning even if the immediate financial return is uncertain.","**Framework for evaluating financial attractiveness of a new initiative:**

**1. Define scope and time horizon**
- What is the initiative (new product, geographic expansion, M&A)?
- Over what time horizon are we evaluating returns (3, 5, 10 years)?

**2. Estimate Revenue**
- Who are the customers? How many can realistically be reached?
- What is the pricing model?
- Build a conservative, base, and optimistic revenue scenario

**3. Estimate Costs**
- **Fixed costs:** Technology, people, infrastructure, marketing
- **Variable costs:** Per-unit or per-customer costs
- **One-time investment:** Launch costs, integration, setup

**4. Calculate Profitability**
- Gross margin = Revenue − Variable costs
- Operating profit = Gross margin − Fixed costs
- Net cash flow per year

**5. Apply Discounted Cash Flow (DCF) or simple NPV**
- Discount future cash flows at the company's cost of capital
- Calculate NPV and IRR

**6. Assess Payback Period**
- When does cumulative cash flow turn positive?

**7. Consider Strategic Value Beyond Financials**
- Does this protect a core business?
- Does it build a capability needed for future growth?
- Risk: What is the cost of not investing?","[""Builds both revenue and cost projections with clear assumptions"", ""Uses NPV, IRR, or payback period as the primary financial metrics"", ""Considers scenarios (conservative, base, optimistic)"", ""Recognizes strategic value beyond pure financial return"", ""Identifies the key risks and uncertainty drivers""]","[""Only looking at revenue without modeling costs and investment"", ""Ignoring the time value of money when comparing multi-year returns"", ""Not building scenarios to reflect uncertainty"", ""Ignoring strategic value and treating it purely as a financial exercise"", ""Not identifying the key assumptions that most affect the result""]","[""What discount rate would you use and why?"", ""What is the single biggest uncertainty in your financial model?"", ""How would you present this analysis to a non-finance audience?"", ""At what NPV threshold would you recommend proceeding?""]","1: Provides a vague financial assessment with no structure. 2: Identifies revenue and costs but does not calculate a financial return metric. 3: Builds a simple NPV or payback analysis with clear assumptions. 4: Delivers a comprehensive financial evaluation including revenue modeling, cost structure, NPV, scenarios, and strategic context relevant to Accenture. 5: Demonstrates expert financial thinking by building a rigorous model with sensitivity analysis, risk-adjusted returns, and a clear recommendation grounded in both financial and strategic rationale.",,"accenture,finance",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
MIMIR-0219,Accenture,Consulting / IT Services,Company-specific / Cross-functional,Finance,Finance,Hard,Consulting / IT Services,Revenue is growing rapidly but margins are declining. What hypotheses would you investigate?,"I would investigate whether margin decline is driven by the revenue side (lower prices, unfavorable product or customer mix) or the cost side (rising COGS, operating expenses growing faster than revenue). I would decompose the margin change into its components and identify which driver has the biggest impact. In a Accenture context, this might involve analyzing advertising yield changes, cloud pricing, or cost structure shifts.","**Framework for diagnosing revenue growth with margin decline:**

**Step 1: Decompose the margin**
Gross margin = Revenue − COGS
Operating margin = Gross margin − Operating expenses

Ask: Which margin is declining most — gross or operating?

**Step 2: Investigate revenue side (revenue quality)**
- Has the price per unit/transaction changed? (Pricing pressure)
- Has the product mix shifted toward lower-margin products?
- Has the customer mix shifted toward lower-value customers?
- Is revenue growth coming from a new segment with structurally lower margins?

**Step 3: Investigate cost side**
- Are input/supply costs rising?
- Are operating expenses (R&D, marketing, headcount) scaling faster than revenue?
- Are there new one-time investments being expensed?
- Is there a new cost line that didn't exist before (e.g., infrastructure for growth)?

**Step 4: Prioritize the hypothesis**
Quantify how much each driver explains of the total margin change.

**Step 5: Diagnose whether it is structural or temporary**
- Is the margin decline a trade-off the business is making intentionally (e.g., investing in growth)?
- Or is it an unintended efficiency problem?

**Step 6: Recommend action**
Based on root cause, recommend pricing, cost, or mix adjustments.","[""Distinguishes between gross margin and operating margin decline"", ""Investigates both revenue mix/pricing and cost drivers"", ""Quantifies which driver has the biggest impact"", ""Determines whether the decline is structural or temporary"", ""Ends with a clear recommendation based on the diagnosis""]","[""Jumping to cost-cutting without investigating the revenue side"", ""Not distinguishing between gross and operating margin"", ""Ignoring mix effects (product and customer mix)"", ""Not asking whether the margin decline is intentional (growth investment)"", ""Listing many hypotheses without prioritizing by likely magnitude""]","[""Which hypothesis would you test first?"", ""What data would you request to test each hypothesis?"", ""How would you determine whether the problem is temporary?"", ""What would you recommend if customer mix is the main cause?""]","1: Does not provide a clear approach to the diagnosis. 2: Identifies a few relevant factors but lacks structure. 3: Provides a reasonable structured approach distinguishing revenue and cost drivers. 4: Gives a clear, prioritized diagnostic approach with quantification logic and a recommendation relevant to Accenture's business model. 5: Delivers a comprehensive analysis framework including gross vs operating margin distinction, revenue quality analysis, cost driver breakdown, structural vs temporary assessment, and a data-backed recommendation.",,"accenture,finance",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
MIMIR-0220,Accenture,Consulting / IT Services,Company-specific / Cross-functional,Behavioral,Behavioral,Hard,Consulting / IT Services,"Why do you want to work at Accenture, and what type of contribution would you aim to make, using an example relevant to Accenture's business context?","I would explain my genuine interest in Accenture by connecting my personal career goals to what makes the company distinctive — its global professional services company providing consulting, technology, and outsourcing services. I would then be specific about the type of contribution I want to make, linked to a concrete area like Strategy & Consulting. A strong answer avoids generic praise and shows real knowledge of the company.","**What the interviewer wants to know:**
This question tests whether you have done your research, whether you are genuinely motivated to work at Accenture, and whether your goals align with what the role can offer.

**How to structure your answer:**

**Part 1: Why Accenture specifically?**
- What genuinely makes Accenture distinctive versus its competitors?
- Is it the mission, the products, the culture, the market position, or a specific opportunity?
- Be specific — reference the company's actual business: Strategy & Consulting, Technology services, Operations, Song (digital marketing), Industry X
- Avoid generic answers like ""it's a great company"" or ""the brand is strong""

**Part 2: Why now?**
- Is there a specific strategic initiative, product area, or industry trend that makes this the right moment?
- This shows you understand Accenture's current priorities and challenges

**Part 3: What contribution would you aim to make?**
- Connect your background, skills, and goals to a specific need the company has
- Be ambitious but grounded in reality
- Show you understand the challenges: talent retention, automation of services, competition from boutique firms and tech giants

**Key rules:**
- Do not fabricate personal connections or experiences
- Do not be generic — make the answer specific to Accenture","[""Demonstrates genuine and specific knowledge of Accenture's business"", ""Connects personal career goals to what Accenture can uniquely offer"", ""References a specific product area, initiative, or challenge"", ""Articulates a clear and ambitious but realistic contribution goal"", ""Avoids generic praise and shows authentic motivation""]","[""Giving a generic answer that could apply to any company"", ""Focusing only on what the company can do for them, not what they offer"", ""Not demonstrating any specific knowledge of Accenture's business or products"", ""Over-flattering the company without substance"", ""Not connecting their skills or background to a specific need the company has""]","[""What specific team or product area at Accenture are you most interested in?"", ""What do you see as Accenture's biggest challenge right now?"", ""How does this role fit into your longer-term career goals?"", ""What would you want to learn in your first 90 days?""]","1: Gives a generic answer with no specific knowledge of Accenture. 2: Shows basic familiarity with the company but a vague contribution statement. 3: Demonstrates genuine knowledge of Accenture's business and articulates a clear motivation and contribution goal. 4: Delivers a specific and compelling answer connecting Accenture's strategic position to personal goals, with a clear and ambitious contribution statement. 5: Shows deep company knowledge, strategic awareness of Accenture's challenges and opportunities, a well-articulated motivation, and a specific and credible contribution goal that would resonate with the interviewer.",,"accenture,behavioral",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
MIMIR-0221,Deloitte,Consulting / Professional Services,Company-specific / Cross-functional,Behavioral,Behavioral,Easy,Consulting / Professional Services,"Tell me about a time you had to learn something quickly to deliver an important result., using an example relevant to Deloitte's business context?","I would describe a specific situation where I had to rapidly acquire a new skill or knowledge area to complete an important task. I would focus on what I learned, how I approached the learning efficiently, and what result I achieved. In a Deloitte context, a good example might relate to picking up knowledge about Audit & Assurance or a new domain quickly under a deadline.","**What the interviewer wants to know:**
The interviewer wants to see that you can learn independently and rapidly when needed, and that you take ownership rather than waiting to be taught.

**How to structure your answer (STAR):**
- **Situation:** Set the scene. Describe a real project or role where a knowledge gap existed. For Deloitte, this could involve learning about consulting / professional services dynamics, a new technology, or a business domain.
- **Task:** What was at stake? Why did this matter?
- **Action:** Explain *how* you learned quickly. Did you read documentation, shadow experts, do focused online research, or run quick experiments? Show you were proactive and methodical.
- **Result:** What did you deliver? Quantify if possible (delivered in 2 weeks, reduced errors by X%).

**What makes a strong answer:**
- Shows a deliberate learning strategy, not just ""I Googled it""
- Connects the learning to a concrete outcome
- Demonstrates intellectual curiosity and resourcefulness
- Keep the story concise — 2 minutes maximum","[""Describes a specific, credible learning situation"", ""Explains a deliberate and efficient learning approach"", ""Connects learning to a measurable or clear outcome"", ""Shows intellectual curiosity and self-direction"", ""Keeps the story focused and under 2 minutes""]","[""Describing learning a tool rather than real domain knowledge or judgment"", ""Giving a vague answer without a concrete example"", ""Not explaining how they learned, only what they learned"", ""Spending too long on context and not enough on the result"", ""Choosing an irrelevant or trivial example""]","[""What was the hardest part of learning that quickly?"", ""How did that experience change how you approach unfamiliar problems?"", ""Would you have done anything differently with more time?"", ""Have you had to apply that knowledge again since?""]","1: Gives a vague or generic response with no clear example. 2: Provides an example but does not explain the learning approach. 3: Describes a specific situation and a reasonable learning approach with a clear result. 4: Gives a compelling example, explains a deliberate learning strategy, and quantifies the outcome. 5: Delivers a structured STAR answer that demonstrates intellectual curiosity, a clear methodology, and a strong measurable impact relevant to the company's business context.",,"deloitte,behavioral",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
MIMIR-0222,Deloitte,Consulting / Professional Services,Company-specific / Cross-functional,Behavioral,Behavioral,Medium,Consulting / Professional Services,"Tell me about a time you influenced a stakeholder who initially disagreed with you., using an example relevant to Deloitte's business context?","I would describe a situation where I needed to change someone's mind using evidence, empathy, and clear reasoning rather than authority. At a company like Deloitte, stakeholder alignment is critical — so I would show how I first understood the other person's concerns, then addressed them with data or a clear business case.","**What the interviewer wants to know:**
The interviewer wants to see that you can work across teams and win people over without relying on hierarchy. At Deloitte, this matters because decisions involve multiple stakeholders with competing priorities.

**How to structure your answer (STAR):**
- **Situation:** Describe a real disagreement. Who was the stakeholder and what was at stake?
- **Task:** What outcome were you trying to achieve, and why did it matter?
- **Action:** How did you approach the conversation? Did you listen first, address their concerns, provide data, find a compromise, or involve a third party?
- **Result:** What happened? Did you reach agreement? What did the project achieve?

**Key elements of a strong answer:**
- Show you listened to and respected the other person's view before pushing your own
- Demonstrate use of evidence, logic, or a clear business case
- Avoid making the other person look bad — frame as a productive collaboration
- Show the outcome was positive for both parties","[""Shows empathy and active listening before pushing their own position"", ""Uses data, logic, or a clear business case to influence"", ""Acknowledges the other person's valid concerns"", ""Reaches a resolution that serves the broader goal"", ""Reflects on what they learned from the experience""]","[""Making the other person sound unreasonable or difficult"", ""Describing a situation where they simply convinced someone with no real opposition"", ""Not explaining how they built their case or changed the dynamic"", ""Focusing too much on the conflict rather than the resolution"", ""Choosing a trivial disagreement that does not demonstrate real influence""]","[""What would you have done if the stakeholder still disagreed after your conversation?"", ""How did you make sure the stakeholder felt heard?"", ""Was there any valid point in their objection that you incorporated?"", ""What would you do differently if you had to do it again?""]","1: Gives a generic answer or describes a situation where there was no real disagreement. 2: Describes a conflict but does not explain how they influenced the outcome. 3: Provides a clear example with a reasonable approach to building alignment. 4: Demonstrates active listening, use of evidence, and a positive resolution that served both parties. 5: Delivers a nuanced STAR answer showing sophisticated stakeholder management, empathy, and a clear business outcome at a level appropriate for a senior role at a company like Deloitte.",,"deloitte,behavioral",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
MIMIR-0223,Deloitte,Consulting / Professional Services,Company-specific / Cross-functional,Behavioral,Behavioral,Medium,Consulting / Professional Services,"Describe a project that did not go as planned. What did you do, using an example relevant to Deloitte's business context?","I would describe a project that faced a real setback — a missed deadline, unexpected technical challenge, or change in requirements. I would focus on how I identified the problem early, communicated transparently, and took decisive action to recover. At Deloitte, teams deal with ambiguity regularly, so showing you can course-correct is important.","**What the interviewer wants to know:**
The interviewer wants to see how you handle failure, uncertainty, and setbacks. They want honesty, not a fake success story where nothing went wrong.

**How to structure your answer (STAR):**
- **Situation:** Describe the project briefly. What was the goal?
- **Task:** What were you responsible for?
- **Action:** What went wrong? How did you detect it? What did you do to address it? Key actions might include re-prioritizing, communicating to stakeholders, bringing in help, or changing the approach.
- **Result:** What was the final outcome? Did you recover fully? What did you learn?

**What makes a strong answer:**
- Choose a real failure, not a ""humble brag"" (e.g., ""we worked too hard and succeeded slightly late"")
- Show ownership — do not blame the team or circumstances
- Emphasize what you learned and what you would do differently
- Show the outcome was still positive or that you managed damage well","[""Chooses a genuine setback, not a disguised success story"", ""Takes personal ownership without blaming others"", ""Explains how they detected the problem and acted quickly"", ""Communicates what they learned and how they changed"", ""Shows a positive outcome or well-managed recovery""]","[""Describing a 'humble brag' failure that wasn't really a failure"", ""Blaming teammates, management, or external factors"", ""Focusing too long on what went wrong rather than what they did"", ""Not articulating a clear lesson or behavior change"", ""Choosing a trivial example with no real stakes""]","[""What would you do differently if you faced the same situation today?"", ""How did your team or manager respond to the setback?"", ""How did you communicate the bad news to stakeholders?"", ""Did this experience change how you manage projects?""]","1: Describes a fake failure or blames others entirely. 2: Acknowledges a setback but provides little insight into their actions or learning. 3: Describes a real setback, explains what they did, and states a lesson. 4: Shows clear ownership, decisive action, transparent communication, and meaningful learning. 5: Delivers a compelling account of a genuine failure with honest self-reflection, strong recovery actions, and a lasting change in approach that demonstrates professional maturity.",,"deloitte,behavioral",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
MIMIR-0224,Deloitte,Consulting / Professional Services,Company-specific / Cross-functional,Behavioral,Behavioral,Hard,Consulting / Professional Services,"Tell me about a decision where you had to balance customer impact, business impact, and execution constraints.","I would describe a decision where I had to weigh what was best for users, what made business sense, and what was actually achievable given the team's resources and timeline. I would walk through how I gathered input from each dimension, set clear criteria, and made a defensible trade-off. This kind of decision is common at Deloitte given its scale and the complexity of its operations.","**What the interviewer wants to know:**
This question tests your judgment and your ability to make hard trade-off decisions. Interviewers want to see that you think about all three dimensions — not just one.

**How to structure your answer (STAR):**
- **Situation:** Set up the decision clearly. What was being decided and why was it difficult?
- **Task:** What role did you play? What were the competing pressures?
- **Action:** Explain how you structured the trade-off:
  - What was the customer impact of each option?
  - What was the business impact (revenue, risk, strategic fit)?
  - What were the execution constraints (time, resources, technical complexity)?
  - How did you weigh and resolve these tensions?
- **Result:** What did you decide? What happened? Was it the right call in hindsight?

**Key elements:**
- Show you genuinely considered all three dimensions
- Demonstrate structured thinking, not gut instinct alone
- Acknowledge the trade-offs honestly","[""Explicitly addresses all three dimensions: customer, business, and execution"", ""Shows a structured decision-making process"", ""Acknowledges the trade-offs honestly rather than pretending the choice was obvious"", ""Demonstrates clear ownership of the final decision"", ""Reflects on whether the decision was the right one in hindsight""]","[""Only focusing on one dimension (usually customer) and ignoring the others"", ""Describing a situation where all three aligned perfectly — no real trade-off"", ""Not explaining how the decision was made, only the outcome"", ""Being vague about the actual constraints"", ""Taking too long to set up the story without getting to the decision""]","[""Which dimension did you end up prioritizing and why?"", ""What would you do if you had more time or resources?"", ""How did stakeholders react to the trade-off you made?"", ""Looking back, would you make the same decision today?""]","1: Describes a decision without addressing the trade-off between the three dimensions. 2: Mentions customer and business impact but ignores execution constraints or vice versa. 3: Addresses all three dimensions and explains the final decision with a reasonable rationale. 4: Demonstrates a structured framework, honest acknowledgment of trade-offs, and a clear outcome with reflection. 5: Delivers a sophisticated account of a genuinely hard decision with nuanced reasoning, clear ownership, and a strong reflection on lessons learned.",,"deloitte,behavioral",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
MIMIR-0225,Deloitte,Consulting / Professional Services,Company-specific / Cross-functional,Leadership,Leadership,Medium,Consulting / Professional Services,"Describe a time you led a team without having formal authority., using an example relevant to Deloitte's business context?","I would describe a time when I needed to align and motivate people who did not report to me — perhaps across different functions or teams. I would explain how I built credibility through expertise and communication, created a shared sense of purpose, and used influence rather than authority to drive the team forward. This is especially relevant at Deloitte where cross-functional collaboration is common.","**What the interviewer wants to know:**
The interviewer wants to see that you can lead through influence, communication, and inspiration — not just through formal power.

**How to structure your answer (STAR):**
- **Situation:** Who was the team? Why did you need to lead without formal authority?
- **Task:** What outcome were you working toward?
- **Action:** How did you lead?
  - Did you build relationships and earn trust first?
  - Did you create clarity around the goal?
  - Did you connect individual motivations to the team outcome?
  - Did you resolve conflict or keep momentum when people disagreed?
- **Result:** What did the team achieve?

**Key elements of a strong answer:**
- Show you understood each person's priorities and adapted your approach
- Demonstrate you created alignment around a shared goal
- Avoid implying you just ""took over"" — show collaborative leadership","[""Explains how they built credibility and trust with team members"", ""Shows ability to create alignment around a shared goal"", ""Adapts communication to different team members' motivations"", ""Resolves conflict or maintains momentum constructively"", ""Delivers a measurable team outcome""]","[""Describing a situation where they actually had formal authority"", ""Claiming leadership without explaining how they actually influenced others"", ""Not explaining the specific challenges of leading without authority"", ""Focusing too much on their own contribution rather than the team outcome"", ""Choosing a low-stakes or trivial example""]","[""What was the biggest challenge in leading without formal authority?"", ""How did you handle team members who were not engaged?"", ""What would you do differently if you had formal authority?"", ""How did this experience shape your approach to leadership?""]","1: Describes a situation where they had formal authority. 2: Acknowledges leading without authority but gives no insight into how. 3: Describes a real scenario with a clear approach to influencing peers. 4: Shows empathy, adaptability, and a structured approach to building alignment with a clear outcome. 5: Demonstrates sophisticated influence leadership including managing resistance, adapting to different motivations, and achieving a strong team result without relying on hierarchy.",,"deloitte,leadership",To be reviewed,5-15 min,Draft MimirNest company-contextualized prompt,Original draft prompt; verify any external company-specific attribution before publication,ai_draft_review_required,2026-09-12
